,order_details_id,order_id,order_date,order_time,item_id,item_name,category,price,tax,total_revenu,dayofweek,hour
41,42,16,2023-01-01,2026-04-10 13:34:07,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,13
42,43,17,2023-01-01,2026-04-10 13:53:00,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,13
43,44,17,2023-01-01,2026-04-10 13:53:00,116.0,Steak Tacos,Mexican,13.95,1.12,15.07,6,13
44,45,17,2023-01-01,2026-04-10 13:53:00,124.0,Spaghetti,Italian,14.5,1.16,15.66,6,13
45,46,17,2023-01-01,2026-04-10 13:53:00,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,6,13
46,47,17,2023-01-01,2026-04-10 13:53:00,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,13
47,48,17,2023-01-01,2026-04-10 13:53:00,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,6,13
48,49,17,2023-01-01,2026-04-10 13:53:00,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,6,13
49,50,17,2023-01-01,2026-04-10 13:53:00,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,6,13
50,51,17,2023-01-01,2026-04-10 13:53:00,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,6,13
51,52,17,2023-01-01,2026-04-10 13:53:00,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,6,13
52,53,18,2023-01-01,2026-04-10 13:57:08,111.0,California Roll,Asian,11.95,0.96,12.91,6,13
53,54,19,2023-01-01,2026-04-10 13:59:09,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,13
54,55,19,2023-01-01,2026-04-10 13:59:09,120.0,Steak Torta,Mexican,13.95,1.12,15.07,6,13
55,56,20,2023-01-01,2026-04-10 14:03:08,107.0,Orange Chicken,Asian,16.5,1.32,17.82,6,14
56,57,20,2023-01-01,2026-04-10 14:03:08,124.0,Spaghetti,Italian,14.5,1.16,15.66,6,14
57,58,21,2023-01-01,2026-04-10 14:14:29,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,14
58,59,22,2023-01-01,2026-04-10 14:16:26,124.0,Spaghetti,Italian,14.5,1.16,15.66,6,14
59,60,22,2023-01-01,2026-04-10 14:16:26,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,14
60,61,22,2023-01-01,2026-04-10 14:16:26,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,6,14
61,62,23,2023-01-01,2026-04-10 14:19:03,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,6,14
62,63,24,2023-01-01,2026-04-10 14:23:01,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,14
63,64,24,2023-01-01,2026-04-10 14:23:01,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,14
64,65,24,2023-01-01,2026-04-10 14:23:01,113.0,Edamame,Asian,5.0,0.4,5.4,6,14
65,66,24,2023-01-01,2026-04-10 14:23:01,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,6,14
66,67,25,2023-01-01,2026-04-10 14:44:44,120.0,Steak Torta,Mexican,13.95,1.12,15.07,6,14
67,68,25,2023-01-01,2026-04-10 14:44:44,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,14
68,69,26,2023-01-01,2026-04-10 14:54:26,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,14
69,70,26,2023-01-01,2026-04-10 14:54:26,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,6,14
70,71,27,2023-01-01,2026-04-10 15:11:17,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,15
71,72,27,2023-01-01,2026-04-10 15:11:17,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,15
72,73,27,2023-01-01,2026-04-10 15:11:17,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,6,15
73,74,28,2023-01-01,2026-04-10 15:35:46,103.0,Hot Dog,American,9.0,0.72,9.72,6,15
74,75,29,2023-01-01,2026-04-10 15:41:01,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,6,15
75,76,30,2023-01-01,2026-04-10 15:41:25,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,15
76,77,31,2023-01-01,2026-04-10 15:50:18,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,6,15
77,78,31,2023-01-01,2026-04-10 15:50:18,113.0,Edamame,Asian,5.0,0.4,5.4,6,15
78,79,32,2023-01-01,2026-04-10 15:53:18,107.0,Orange Chicken,Asian,16.5,1.32,17.82,6,15
79,80,32,2023-01-01,2026-04-10 15:53:18,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,6,15
80,81,32,2023-01-01,2026-04-10 15:53:18,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,15
81,82,32,2023-01-01,2026-04-10 15:53:18,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,15
82,83,33,2023-01-01,2026-04-10 15:54:08,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,15
83,84,33,2023-01-01,2026-04-10 15:54:08,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,6,15
84,85,34,2023-01-01,2026-04-10 16:21:21,114.0,Potstickers,Asian,9.0,0.72,9.72,6,16
85,86,35,2023-01-01,2026-04-10 16:32:04,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,6,16
86,87,35,2023-01-01,2026-04-10 16:32:04,112.0,Salmon Roll,Asian,14.95,1.2,16.15,6,16
87,88,35,2023-01-01,2026-04-10 16:32:04,113.0,Edamame,Asian,5.0,0.4,5.4,6,16
88,89,35,2023-01-01,2026-04-10 16:32:04,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,16
89,90,36,2023-01-01,2026-04-10 16:54:09,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,16
90,91,36,2023-01-01,2026-04-10 16:54:09,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,16
91,92,37,2023-01-01,2026-04-10 16:56:09,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,16
92,93,37,2023-01-01,2026-04-10 16:56:09,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,6,16
93,94,38,2023-01-01,2026-04-10 17:03:00,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,6,17
94,95,38,2023-01-01,2026-04-10 17:03:00,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,17
95,96,39,2023-01-01,2026-04-10 17:07:23,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,17
96,97,40,2023-01-01,2026-04-10 17:14:36,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,6,17
97,98,40,2023-01-01,2026-04-10 17:14:36,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,6,17
98,99,41,2023-01-01,2026-04-10 17:15:20,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,6,17
99,100,41,2023-01-01,2026-04-10 17:15:20,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,6,17
100,101,42,2023-01-01,2026-04-10 17:28:09,107.0,Orange Chicken,Asian,16.5,1.32,17.82,6,17
101,102,42,2023-01-01,2026-04-10 17:28:09,124.0,Spaghetti,Italian,14.5,1.16,15.66,6,17
102,103,42,2023-01-01,2026-04-10 17:28:09,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,6,17
103,104,42,2023-01-01,2026-04-10 17:28:09,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,6,17
104,105,43,2023-01-01,2026-04-10 17:38:34,103.0,Hot Dog,American,9.0,0.72,9.72,6,17
105,106,43,2023-01-01,2026-04-10 17:38:34,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,17
106,107,43,2023-01-01,2026-04-10 17:38:34,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,6,17
107,108,44,2023-01-01,2026-04-10 17:54:20,130.0,Shrimp Scampi,Italian,19.95,1.6,21.55,6,17
108,109,45,2023-01-01,2026-04-10 17:55:48,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,6,17
109,110,45,2023-01-01,2026-04-10 17:55:48,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,6,17
110,111,45,2023-01-01,2026-04-10 17:55:48,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,17
111,112,46,2023-01-01,2026-04-10 18:25:51,104.0,Veggie Burger,American,10.5,0.84,11.34,6,18
112,113,46,2023-01-01,2026-04-10 18:25:51,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,18
113,114,46,2023-01-01,2026-04-10 18:25:51,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,18
114,115,47,2023-01-01,2026-04-10 18:26:34,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,6,18
115,116,47,2023-01-01,2026-04-10 18:26:34,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,6,18
116,117,48,2023-01-01,2026-04-10 18:26:42,104.0,Veggie Burger,American,10.5,0.84,11.34,6,18
117,118,48,2023-01-01,2026-04-10 18:26:42,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,6,18
118,119,48,2023-01-01,2026-04-10 18:26:42,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,6,18
119,120,48,2023-01-01,2026-04-10 18:26:42,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,6,18
120,121,49,2023-01-01,2026-04-10 18:33:00,120.0,Steak Torta,Mexican,13.95,1.12,15.07,6,18
121,123,51,2023-01-01,2026-04-10 18:48:28,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,18
122,124,51,2023-01-01,2026-04-10 18:48:28,112.0,Salmon Roll,Asian,14.95,1.2,16.15,6,18
123,125,52,2023-01-01,2026-04-10 18:53:02,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,6,18
124,126,52,2023-01-01,2026-04-10 18:53:02,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,6,18
125,127,52,2023-01-01,2026-04-10 18:53:02,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,6,18
126,128,53,2023-01-01,2026-04-10 18:54:17,112.0,Salmon Roll,Asian,14.95,1.2,16.15,6,18
127,129,53,2023-01-01,2026-04-10 18:54:17,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,6,18
128,130,54,2023-01-01,2026-04-10 19:01:45,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,6,19
129,131,54,2023-01-01,2026-04-10 19:01:45,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,19
130,132,55,2023-01-01,2026-04-10 19:03:19,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,6,19
131,133,55,2023-01-01,2026-04-10 19:03:19,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,6,19
132,134,56,2023-01-01,2026-04-10 19:07:00,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,19
133,135,56,2023-01-01,2026-04-10 19:07:00,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,6,19
134,136,56,2023-01-01,2026-04-10 19:07:00,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,6,19
135,137,57,2023-01-01,2026-04-10 19:10:51,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,19
136,138,58,2023-01-01,2026-04-10 19:30:40,124.0,Spaghetti,Italian,14.5,1.16,15.66,6,19
137,139,58,2023-01-01,2026-04-10 19:30:40,113.0,Edamame,Asian,5.0,0.4,5.4,6,19
138,140,59,2023-01-01,2026-04-10 19:40:08,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,6,19
139,141,59,2023-01-01,2026-04-10 19:40:08,112.0,Salmon Roll,Asian,14.95,1.2,16.15,6,19
140,142,59,2023-01-01,2026-04-10 19:40:08,113.0,Edamame,Asian,5.0,0.4,5.4,6,19
141,143,60,2023-01-01,2026-04-10 20:05:16,104.0,Veggie Burger,American,10.5,0.84,11.34,6,20
142,144,60,2023-01-01,2026-04-10 20:05:16,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,6,20
143,145,61,2023-01-01,2026-04-10 20:08:43,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,20
144,146,61,2023-01-01,2026-04-10 20:08:43,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,20
145,147,62,2023-01-01,2026-04-10 20:50:16,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,20
146,148,62,2023-01-01,2026-04-10 20:50:16,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,6,20
147,149,63,2023-01-01,2026-04-10 20:51:42,112.0,Salmon Roll,Asian,14.95,1.2,16.15,6,20
148,150,64,2023-01-01,2026-04-10 20:52:08,107.0,Orange Chicken,Asian,16.5,1.32,17.82,6,20
149,151,65,2023-01-01,2026-04-10 21:16:00,112.0,Salmon Roll,Asian,14.95,1.2,16.15,6,21
150,152,65,2023-01-01,2026-04-10 21:16:00,120.0,Steak Torta,Mexican,13.95,1.12,15.07,6,21
151,153,65,2023-01-01,2026-04-10 21:16:00,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,6,21
152,154,65,2023-01-01,2026-04-10 21:16:00,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,6,21
153,155,66,2023-01-01,2026-04-10 21:47:55,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,21
154,156,66,2023-01-01,2026-04-10 21:47:55,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,21
155,157,67,2023-01-01,2026-04-10 22:03:40,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,6,22
156,158,68,2023-01-01,2026-04-10 22:07:32,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,6,22
157,159,68,2023-01-01,2026-04-10 22:07:32,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,22
158,160,68,2023-01-01,2026-04-10 22:07:32,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,6,22
159,161,69,2023-01-01,2026-04-10 22:12:13,101.0,Hamburger,American,12.95,1.04,13.989999999999998,6,22
160,162,70,2023-01-02,2026-04-10 11:38:51,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,0,11
161,163,70,2023-01-02,2026-04-10 11:38:51,121.0,Cheese Quesadillas,Mexican,10.5,0.84,11.34,0,11
162,164,71,2023-01-02,2026-04-10 11:40:50,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,11
163,165,72,2023-01-02,2026-04-10 11:57:25,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,0,11
164,166,73,2023-01-02,2026-04-10 11:58:56,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,11
165,167,74,2023-01-02,2026-04-10 12:01:12,124.0,Spaghetti,Italian,14.5,1.16,15.66,0,12
166,168,74,2023-01-02,2026-04-10 12:01:12,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,0,12
167,169,74,2023-01-02,2026-04-10 12:01:12,130.0,Shrimp Scampi,Italian,19.95,1.6,21.55,0,12
168,170,74,2023-01-02,2026-04-10 12:01:12,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,0,12
169,171,75,2023-01-02,2026-04-10 12:10:15,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,0,12
170,172,75,2023-01-02,2026-04-10 12:10:15,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,0,12
171,173,75,2023-01-02,2026-04-10 12:10:15,111.0,California Roll,Asian,11.95,0.96,12.91,0,12
172,174,76,2023-01-02,2026-04-10 12:21:17,107.0,Orange Chicken,Asian,16.5,1.32,17.82,0,12
173,175,76,2023-01-02,2026-04-10 12:21:17,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,0,12
174,176,76,2023-01-02,2026-04-10 12:21:17,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,0,12
175,177,76,2023-01-02,2026-04-10 12:21:17,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,0,12
176,178,77,2023-01-02,2026-04-10 12:22:46,101.0,Hamburger,American,12.95,1.04,13.989999999999998,0,12
177,179,77,2023-01-02,2026-04-10 12:22:46,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,0,12
178,180,78,2023-01-02,2026-04-10 12:28:14,107.0,Orange Chicken,Asian,16.5,1.32,17.82,0,12
179,181,78,2023-01-02,2026-04-10 12:28:14,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,0,12
180,182,78,2023-01-02,2026-04-10 12:28:14,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,0,12
181,183,78,2023-01-02,2026-04-10 12:28:14,110.0,Pork Ramen,Asian,17.95,1.44,19.39,0,12
182,184,78,2023-01-02,2026-04-10 12:28:14,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,0,12
183,185,78,2023-01-02,2026-04-10 12:28:14,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,12
184,186,79,2023-01-02,2026-04-10 12:29:11,110.0,Pork Ramen,Asian,17.95,1.44,19.39,0,12
185,187,79,2023-01-02,2026-04-10 12:29:11,112.0,Salmon Roll,Asian,14.95,1.2,16.15,0,12
186,188,79,2023-01-02,2026-04-10 12:29:11,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,12
187,189,80,2023-01-02,2026-04-10 12:35:38,113.0,Edamame,Asian,5.0,0.4,5.4,0,12
188,190,80,2023-01-02,2026-04-10 12:35:38,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,12
189,191,81,2023-01-02,2026-04-10 12:40:01,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,12
190,192,82,2023-01-02,2026-04-10 12:45:51,107.0,Orange Chicken,Asian,16.5,1.32,17.82,0,12
191,193,82,2023-01-02,2026-04-10 12:45:51,102.0,Cheeseburger,American,13.95,1.12,15.07,0,12
192,194,82,2023-01-02,2026-04-10 12:45:51,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,0,12
193,195,82,2023-01-02,2026-04-10 12:45:51,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,0,12
194,196,83,2023-01-02,2026-04-10 12:53:27,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,0,12
195,197,84,2023-01-02,2026-04-10 13:13:41,113.0,Edamame,Asian,5.0,0.4,5.4,0,13
196,198,85,2023-01-02,2026-04-10 13:34:49,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,0,13
197,199,85,2023-01-02,2026-04-10 13:34:49,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,0,13
198,200,85,2023-01-02,2026-04-10 13:34:49,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,0,13
199,201,85,2023-01-02,2026-04-10 13:34:49,114.0,Potstickers,Asian,9.0,0.72,9.72,0,13
200,202,86,2023-01-02,2026-04-10 13:40:31,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,0,13
201,203,87,2023-01-02,2026-04-10 14:01:02,110.0,Pork Ramen,Asian,17.95,1.44,19.39,0,14
202,204,87,2023-01-02,2026-04-10 14:01:02,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,0,14
203,205,87,2023-01-02,2026-04-10 14:01:02,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,0,14
204,206,87,2023-01-02,2026-04-10 14:01:02,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,0,14
205,207,88,2023-01-02,2026-04-10 14:10:08,124.0,Spaghetti,Italian,14.5,1.16,15.66,0,14
206,208,89,2023-01-02,2026-04-10 14:30:19,121.0,Cheese Quesadillas,Mexican,10.5,0.84,11.34,0,14
207,209,89,2023-01-02,2026-04-10 14:30:19,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,14
208,210,90,2023-01-02,2026-04-10 15:08:48,120.0,Steak Torta,Mexican,13.95,1.12,15.07,0,15
209,211,90,2023-01-02,2026-04-10 15:08:48,106.0,French Fries,American,7.0,0.56,7.5600000000000005,0,15
210,212,91,2023-01-02,2026-04-10 15:14:43,101.0,Hamburger,American,12.95,1.04,13.989999999999998,0,15
211,213,91,2023-01-02,2026-04-10 15:14:43,104.0,Veggie Burger,American,10.5,0.84,11.34,0,15
212,214,91,2023-01-02,2026-04-10 15:14:43,113.0,Edamame,Asian,5.0,0.4,5.4,0,15
213,215,92,2023-01-02,2026-04-10 15:17:02,101.0,Hamburger,American,12.95,1.04,13.989999999999998,0,15
214,216,92,2023-01-02,2026-04-10 15:17:02,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,0,15
215,217,92,2023-01-02,2026-04-10 15:17:02,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,0,15
216,218,92,2023-01-02,2026-04-10 15:17:02,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,0,15
217,219,92,2023-01-02,2026-04-10 15:17:02,113.0,Edamame,Asian,5.0,0.4,5.4,0,15
218,220,92,2023-01-02,2026-04-10 15:17:02,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,0,15
219,221,92,2023-01-02,2026-04-10 15:17:02,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,0,15
220,222,92,2023-01-02,2026-04-10 15:17:02,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,0,15
221,223,92,2023-01-02,2026-04-10 15:17:02,114.0,Potstickers,Asian,9.0,0.72,9.72,0,15
222,224,93,2023-01-02,2026-04-10 15:29:31,120.0,Steak Torta,Mexican,13.95,1.12,15.07,0,15
223,225,94,2023-01-02,2026-04-10 16:17:16,110.0,Pork Ramen,Asian,17.95,1.44,19.39,0,16
224,226,94,2023-01-02,2026-04-10 16:17:16,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,0,16
225,227,95,2023-01-02,2026-04-10 16:18:04,111.0,California Roll,Asian,11.95,0.96,12.91,0,16
226,228,95,2023-01-02,2026-04-10 16:18:04,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,0,16
227,229,96,2023-01-02,2026-04-10 16:21:20,111.0,California Roll,Asian,11.95,0.96,12.91,0,16
228,230,97,2023-01-02,2026-04-10 16:45:33,107.0,Orange Chicken,Asian,16.5,1.32,17.82,0,16
229,231,98,2023-01-02,2026-04-10 17:18:18,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,0,17
230,232,98,2023-01-02,2026-04-10 17:18:18,111.0,California Roll,Asian,11.95,0.96,12.91,0,17
231,233,99,2023-01-02,2026-04-10 17:45:42,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,0,17
232,234,100,2023-01-02,2026-04-10 17:46:17,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,0,17
